id,title,description,link,image_link,price,availability,condition,brand,google_product_category,product_type
base-153501667,一枚板 テーブル天板 無垢材｜マカバ カバ バーチ 995mm×240~300mm×25mm,マカバ カバ バーチの一枚板 995mm×240~300mm×25mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153501667?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/cf44c7d25d57ff9108c5c33693428187.jpg,5290 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153501685,棚板 カウンター材 無垢 一枚板｜シナ シナノキ バスウッド 998mm×175~290mm×23mm,シナ シナノキ バスウッドの一枚板 998mm×175~290mm×23mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153501685?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/9a7f490672052a8de1b342dd779a5f24.jpg,4400 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153501700,DIY 木材 無垢 クラフト材｜ケヤキ 欅 700mm×309~346mm×34mm,ケヤキ 欅の一枚板 700mm×309~346mm×34mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153501700?utm_source=pinterest&utm_medium=catalog&utm_campaign=diy,https://base-ec2.akamaized.net/images/item/origin/c1ea67bf69151dd60295dbe3d30048e1.jpg,4800 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,DIY・クラフト材
base-153502003,一枚板 テーブル天板 無垢材｜イタヤカエデ 板谷楓 メープル 1150mm×297~320mm×22mm,イタヤカエデ 板谷楓 メープルの一枚板 1150mm×297~320mm×22mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153502003?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/1fcaabac6a9167e64b18e271b2151bfc.jpg,5940 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153502144,一枚板 テーブル天板 無垢材｜サクラ ヤマザクラ 山桜 チェリー 1085mm×300~330mm×55mm,サクラ ヤマザクラ 山桜 チェリーの一枚板 1085mm×300~330mm×55mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153502144?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/c0763a1e8b5b84c44c866b5de795b906.jpg,11800 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153502158,一枚板 テーブル天板 無垢材｜サイカチ 皂莢 940mm×230~255mm×48mm,サイカチ 皂莢の一枚板 940mm×230~255mm×48mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153502158?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/62c44a83a41d0ed2ea7fb9d3efecb5a8.jpg,9500 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153502181,棚板 カウンター材 無垢 一枚板｜シナ シナノキ バスウッド 1050mm×185~225mm×19mm,シナ シナノキ バスウッドの一枚板 1050mm×185~225mm×19mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153502181?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/c0f174882869cb219a56d6140b649c94.jpg,3600 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153502403,一枚板 テーブル天板 無垢材｜イタヤカエデ 板谷楓 メープル 1400mm×290~325mm×25mm,イタヤカエデ 板谷楓 メープルの一枚板 1400mm×290~325mm×25mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153502403?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/27d5c7da720a40f8131d494e5254f8a8.jpg,12500 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153502419,棚板 カウンター材 無垢 一枚板｜シナ シナノキ バスウッド 1350mm×243~260mm×22mm,シナ シナノキ バスウッドの一枚板 1350mm×243~260mm×22mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153502419?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/bfee0bb4b988abfb9f8ea1d698a2ff2a.jpg,6080 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153502434,一枚板 テーブル天板 無垢材｜ケヤキ 欅 1280mm×290~295mm×92mm,ケヤキ 欅の一枚板 1280mm×290~295mm×92mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153502434?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/e52a4a96a5b176459d66c8acf1de2753.jpg,16860 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153502453,DIY 木材 無垢 クラフト材｜サクラ ヤマザクラ 山桜 チェリー 650mm×460~485mm×42mm,サクラ ヤマザクラ 山桜 チェリーの一枚板 650mm×460~485mm×42mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153502453?utm_source=pinterest&utm_medium=catalog&utm_campaign=diy,https://base-ec2.akamaized.net/images/item/origin/9031039196f3f41d3bd170b557eece21.jpg,11800 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,DIY・クラフト材
base-153502667,一枚板 テーブル天板 無垢材｜サクラ ヤマザクラ 山桜 チェリー 900mm×290~335mm×52mm,サクラ ヤマザクラ 山桜 チェリーの一枚板 900mm×290~335mm×52mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153502667?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/f713362cef11eacdfcd64e6c85e0d81c.jpg,9970 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153502699,一枚板 テーブル天板 無垢材｜サクラ ヤマザクラ 山桜 チェリー 900mm×332~338mm×56mm,サクラ ヤマザクラ 山桜 チェリーの一枚板 900mm×332~338mm×56mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153502699?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/39ea1bed018c63e294306fd614dc7afe.jpg,11500 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153502743,棚板 カウンター材 無垢 一枚板｜エンジュ 槐 1200mm×~220mm×26mm,エンジュ 槐の一枚板 1200mm×~220mm×26mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153502743?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/e03387b48a58890485c89c23cecd4ffd.jpg,8400 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153502829,棚板 カウンター材 無垢 一枚板｜イタヤカエデ 板谷楓 メープル 895mm×190~250mm×18mm,イタヤカエデ 板谷楓 メープルの一枚板 895mm×190~250mm×18mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153502829?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/01925baa3e5e9fb0691514e8744bc20d.jpg,3690 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153502887,一枚板 テーブル天板 無垢材｜イタヤカエデ 板谷楓 メープル 1550mm×270~380mm×22mm,イタヤカエデ 板谷楓 メープルの一枚板 1550mm×270~380mm×22mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153502887?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/b9a4394489e433a572a95ec22c52fac6.jpg,15000 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153502954,一枚板 テーブル天板 無垢材｜クルミ オニグルミ 鬼胡桃 ウォールナット 897mm×295~300mm×39mm,クルミ オニグルミ 鬼胡桃 ウォールナットの一枚板 897mm×295~300mm×39mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153502954?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/f8068831cddb4f0245f987178c7b55f6.jpg,8300 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153503005,棚板 カウンター材 無垢 一枚板｜シナ シナノキ バスウッド 900mm×275~285mm×22mm,シナ シナノキ バスウッドの一枚板 900mm×275~285mm×22mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153503005?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/216c7de9c0f9b5343a8d4b12675da5b1.jpg,4000 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153503039,棚板 カウンター材 無垢 一枚板｜ケンポナシ 玄圃梨 1000mm×~245mm×29mm,ケンポナシ 玄圃梨の一枚板 1000mm×~245mm×29mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153503039?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/230c206ed9fd19668d2c6c0975ffbde8.jpg,5760 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153503080,棚板 カウンター材 無垢 一枚板｜エンジュ 槐 1300mm×~175mm×35mm,エンジュ 槐の一枚板 1300mm×~175mm×35mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153503080?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/fc58256a7b0157247065f80be2d5070c.jpg,9800 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153503124,一枚板 テーブル天板 無垢材｜サクラ ヤマザクラ 山桜 チェリー 1296mm×230mm×46mm,サクラ ヤマザクラ 山桜 チェリーの一枚板 1296mm×230mm×46mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153503124?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/766def13f211d741ddce8a9c2ba16524.jpg,8050 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153503203,棚板 カウンター材 無垢 一枚板｜シナ シナノキ バスウッド 1000mm×195~228mm×24mm,シナ シナノキ バスウッドの一枚板 1000mm×195~228mm×24mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153503203?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/5695841a3bfd87b8afd0afbb24cafe66.jpg,4000 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153503431,棚板 カウンター材 無垢 一枚板｜キハダ 黄肌 950mm×235~295mm×36mm,キハダ 黄肌の一枚板 950mm×235~295mm×36mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153503431?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/bda7eaca4fe6d29978a3297750b86549.jpg,5280 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153503468,一枚板 テーブル天板 無垢材｜クルミ オニグルミ 鬼胡桃 ウォールナット 1550mm×294mm×43mm,クルミ オニグルミ 鬼胡桃 ウォールナットの一枚板 1550mm×294mm×43mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153503468?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/a5ebdb2b30951ecc8bd007470daf6b78.jpg,13300 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153503506,棚板 カウンター材 無垢 一枚板｜イタヤカエデ 板谷楓 メープル 1298mm×260~295mm×18mm,イタヤカエデ 板谷楓 メープルの一枚板 1298mm×260~295mm×18mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153503506?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/2aa5c3299c9c589e53339bf35896db59.jpg,6520 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153503565,棚板 カウンター材 無垢 一枚板｜イチョウ 銀杏 1050mm×245~260mm×32mm,イチョウ 銀杏の一枚板 1050mm×245~260mm×32mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153503565?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/129defd29f84617cb4861e879a2238f8.jpg,5320 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153503807,一枚板 テーブル天板 無垢材｜サクラ ヤマザクラ 山桜 チェリー 1110mm×0~306mm×40mm,サクラ ヤマザクラ 山桜 チェリーの一枚板 1110mm×0~306mm×40mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153503807?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/77c0d6ee4c57c72cc082d7ec63db302f.jpg,7390 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153504020,一枚板 テーブル天板 無垢材｜クルミ オニグルミ 鬼胡桃 ウォールナット 1200mm×235~430mm×52mm,クルミ オニグルミ 鬼胡桃 ウォールナットの一枚板 1200mm×235~430mm×52mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153504020?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/d1acafed2fb2aae102a02ed3e7d9bd68.jpg,15430 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153504088,一枚板 テーブル天板 無垢材｜イタヤカエデ 板谷楓 メープル 1400mm×330~410mm×20mm,イタヤカエデ 板谷楓 メープルの一枚板 1400mm×330~410mm×20mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153504088?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/91913ff7fa4e4eb5e3d28486f87beebc.jpg,13600 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153504125,一枚板 テーブル天板 無垢材｜イタヤカエデ 板谷楓 メープル 1000mm×305~325mm×22mm,イタヤカエデ 板谷楓 メープルの一枚板 1000mm×305~325mm×22mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153504125?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/3d898d0b32861b324f8cd26ad26a0017.jpg,8180 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153504186,棚板 カウンター材 無垢 一枚板｜イタヤカエデ 板谷楓 メープル 1250mm×265~280mm×21mm,イタヤカエデ 板谷楓 メープルの一枚板 1250mm×265~280mm×21mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153504186?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/c2260926ecd6309276e885210a032ca0.jpg,5940 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153504222,一枚板 テーブル天板 無垢材｜トチ 栃 1000mm×375mm×55mm,トチ 栃の一枚板 1000mm×375mm×55mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153504222?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/03e2e24943339171a7bdf46bbf73e090.jpg,7500 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153504255,棚板 カウンター材 無垢 一枚板｜クルミ オニグルミ 鬼胡桃 ウォールナット 1300mm×230~275mm×32mm,クルミ オニグルミ 鬼胡桃 ウォールナットの一枚板 1300mm×230~275mm×32mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153504255?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/33781a4bf6e8dde0d3b01d3dcff627fd.jpg,8380 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153504384,一枚板 テーブル天板 無垢材｜イタヤカエデ 板谷楓 メープル 1550mm×295~350mm×20mm,イタヤカエデ 板谷楓 メープルの一枚板 1550mm×295~350mm×20mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153504384?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/ab4e4bd7abd31727f2a853f0320c83e9.jpg,13000 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153504542,DIY 木材 無垢 クラフト材｜サクラ ヤマザクラ 山桜 チェリー 700mm×430~470mm×52mm,サクラ ヤマザクラ 山桜 チェリーの一枚板 700mm×430~470mm×52mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153504542?utm_source=pinterest&utm_medium=catalog&utm_campaign=diy,https://base-ec2.akamaized.net/images/item/origin/599fc53c40ad5169ec8f4ae2c17b1efe.jpg,9160 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,DIY・クラフト材
base-153504583,一枚板 テーブル天板 無垢材｜サクラ ヤマザクラ 山桜 チェリー 1450mm×455~470mm×42mm,サクラ ヤマザクラ 山桜 チェリーの一枚板 1450mm×455~470mm×42mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153504583?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/c7aa62101bbbb9be720e36b04c5c192a.jpg,28600 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153504629,一枚板 テーブル天板 無垢材｜サクラ ヤマザクラ 山桜 チェリー 800mm×~480mm×46mm,サクラ ヤマザクラ 山桜 チェリーの一枚板 800mm×~480mm×46mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153504629?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/e6c58275a0aab5e0f909d0a42d7de9f2.jpg,10600 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153504872,棚板 カウンター材 無垢 一枚板｜イチョウ 銀杏 1200mm×210~250mm×30mm,イチョウ 銀杏の一枚板 1200mm×210~250mm×30mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153504872?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/8eb8b41dfdac47510a227482df1780d9.jpg,6180 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153504918,棚板 カウンター材 無垢 一枚板｜シナ シナノキ バスウッド 1000mm×205~233mm×20mm,シナ シナノキ バスウッドの一枚板 1000mm×205~233mm×20mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153504918?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/c269715da5aa59d1a7146127ecf59555.jpg,3600 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153504957,棚板 カウンター材 無垢 一枚板｜シナ シナノキ バスウッド 1000mm×207~268mm×22mm,シナ シナノキ バスウッドの一枚板 1000mm×207~268mm×22mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153504957?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/86cf5d1ee66ae0e8752dc8d4173086bd.jpg,4140 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153505023,棚板 カウンター材 無垢 一枚板｜サクラ ヤマザクラ 山桜 チェリー 1297mm×263~283mm×33mm,サクラ ヤマザクラ 山桜 チェリーの一枚板 1297mm×263~283mm×33mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153505023?utm_source=pinterest&utm_medium=catalog&utm_campaign=shelf,https://base-ec2.akamaized.net/images/item/origin/a0ed2c480ebf6ce7cc03cfc42d17229e.jpg,8700 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,棚板・カウンター材
base-153505261,一枚板 テーブル天板 無垢材｜サクラ ヤマザクラ 山桜 チェリー 900mm×260~415mm×34mm,サクラ ヤマザクラ 山桜 チェリーの一枚板 900mm×260~415mm×34mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153505261?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/1a0ba162c23f5c06f5dc322f0133ff80.jpg,8200 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153505301,一枚板 テーブル天板 無垢材｜サクラ ヤマザクラ 山桜 チェリー 1300mm×480~485mm×39mm,サクラ ヤマザクラ 山桜 チェリーの一枚板 1300mm×480~485mm×39mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153505301?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/93771bbaac8598115f606646f2237a97.jpg,25100 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
base-153505337,一枚板 テーブル天板 無垢材｜ダークレッドメランチ ラワン類 外材 1100mm×295~330mm×22mm,ダークレッドメランチ ラワン類 外材の一枚板 1100mm×295~330mm×22mm。新潟の山から自社で伐採・製材・乾燥した天然木を直販。ご希望サイズへの1カット無料・厚み調整無料。写真の現物1点をお届けします。,https://junshin.base.ec/items/153505337?utm_source=pinterest&utm_medium=catalog&utm_campaign=table,https://base-ec2.akamaized.net/images/item/origin/77f18b66fb2f315448f49347ba112e71.jpg,8480 JPY,in stock,new,Junshin -潤森-,Hardware > Building Materials > Lumber & Sheet Stock,一枚板テーブル天板
